시장명,지자체,행정동명,시장유형명,상점수,시장운영기간,추가설명,화장실존재여부,주차장존재여부,위치위도,위치경도,시군구시장수,시군구상점수,인구수,시설인구수,소방시설보유,보유여부 - 스프링클러,보유여부 - 소화전,보유여부 - 공용소화기,보유여부 - 경보기,보유여부 - 화재_가스감지센서,보유여부 - 화재알림시설(자동 화재속보 설비),보유율 - 개별점포 보유 소화기,보유여부 - CCTV,보유여부 - 공동화장실,보유여부 - 아케이드,보유여부 - 엘리베이터_에스컬레이터 (건물형만)
남광주시장,광주동구,학동,상설장,220,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,35.13929961,126.9208104,4,662,88718,134,1,1,1,1,1,1,1,100,1,1,1,2
남광주해뜨는시장,광주동구,학동,상설장,61,매일,"농산물,축산물,수산물,가공식품",Y,Y,35.13896306,126.9212522,4,662,88718,134,1,1,1,1,1,1,1,50,1,1,1,1
대인시장,광주동구,충장동,상설장,299,매일,"농산물,축산물,수산물,음식점업,기타소매업",Y,Y,35.15401255,126.9165339,4,662,88718,134,1,1,1,1,1,1,1,100,1,1,1,2
산수시장,광주동구,산수1동,상설장,82,매일,"농산물,축산물,수산물,가공식품,기타소매업",N,N,35.15348678,126.9297328,4,662,88718,134,1,1,1,1,1,1,2,100,2,2,2,2
동부시장,광주북구,중흥3동,상설장,35,매일,"농산물,축산물,가공식품,근린생활서비스",Y,Y,35.17388593,126.916337,4,705,356078,505,1,1,1,1,1,1,1,100,1,1,2,2
두암시장,광주북구,두암1동,상설장,37,매일,"농산물,축산물,가공식품,음식점업",Y,Y,35.1715782,126.9293897,4,705,356078,505,1,1,1,1,1,1,1,100,1,1,1,2
말바우시장,광주북구,우산동,상설장+3일장,515,2일+4일+7일+9일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.17297793,126.9213607,4,705,356078,505,1,1,1,1,1,1,1,100,1,1,1,2
운암시장,광주북구,운암2동,상설장,118,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,35.17337341,126.8820036,4,705,356078,505,1,1,1,1,1,1,1,100,1,1,2,2
광주양동시장,광주서구,양동,상설장,275,매일,"농산물,수산물,가공식품,의류/신발,음식점업",Y,Y,35.15390747,126.9025577,8,1380,244095,176,1,1,1,1,1,1,1,100,1,1,1,2
양동건어물시장,광주서구,양동,상설장,68,매일,"수산물,가공식품",Y,Y,35.15316825,126.9033302,8,1380,244095,176,1,1,1,1,1,1,1,100,1,1,1,2
양동경열로시장,광주서구,양동,상설장,78,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.1536684,126.9008475,8,1380,244095,176,1,1,1,1,1,1,2,100,1,1,1,2
양동닭전길시장,광주서구,양동,상설장,180,매일,"축산물,가공식품,의류/신발,음식점업,기타소매업",Y,Y,35.15281861,126.9039961,8,1380,244095,176,1,1,1,1,1,1,1,100,1,1,2,2
양동복개상가,광주서구,양동,상설장,269,매일,"의류/신발,가정용품,음식점업",Y,Y,35.15359895,126.9039282,8,1380,244095,176,1,1,1,1,1,1,1,100,1,1,1,2
양동산업용품시장,광주서구,양동,상설장,135,매일,"음식점업,기타소매업",Y,Y,35.15117135,126.906622,8,1380,244095,176,1,2,1,1,1,1,2,100,2,1,2,2
양동수산전통시장,광주서구,양동,상설장,125,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,35.15323541,126.90166,8,1380,244095,176,1,1,1,1,1,1,1,100,1,1,1,1
화정동서부시장,광주서구,화정1동,상설장,250,매일,"농산물,축산물,가공식품,가정용품",N,Y,35.15304086,126.8792821,8,1380,244095,176,1,2,1,2,2,2,2,100,1,2,2,2
법동시장,대전대덕구,법2동,상설장,74,매일,"농산물,축산물,수산물,기타소매업",Y,Y,36.36622464,127.4315733,4,504,153608,304,1,1,1,1,1,1,1,80,1,1,1,2
송촌시장,대전대덕구,송촌동,상설장,34,매일,"농산물,축산물,가공식품,음식점업,기타소매업",Y,Y,36.36462123,127.4397409,4,504,153608,304,1,1,1,1,1,1,1,100,1,1,1,2
신탄진시장,대전대덕구,석봉동,5일장,230,3일+8일,"농산물,축산물,수산물,가공식품",Y,Y,36.44915342,127.4265065,4,504,153608,304,1,2,1,1,1,1,1,80,1,1,2,2
중리시장,대전대덕구,중리동,상설장,166,매일,"농산물,축산물,가공식품,의류/신발,기타소매업",Y,Y,36.36558954,127.4263885,4,504,153608,304,1,1,1,1,1,1,1,100,1,1,1,2
가양시장,대전동구,가양1동,상설장,10,매일,"가공식품,음식점업",Y,Y,36.34626329,127.4431993,14,1309,202782,154,1,2,1,1,1,1,1,100,1,1,2,2
대전도매시장,대전동구,중앙동,상설장,118,매일,"의류/신발,음식점업,근린생활서비스",Y,Y,36.3302023,127.4329191,14,1309,202782,154,1,1,1,1,1,1,1,100,1,1,1,2
대전상가시장,대전동구,신인동,상설장,24,매일,"농산물,기타소매업",Y,N,36.32178813,127.4366521,14,1309,202782,154,1,2,1,1,1,1,1,100,1,1,1,2
신도시장,대전동구,가양2동,상설장,73,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,36.3495206,127.447114,14,1309,202782,154,1,2,1,1,1,1,1,60,1,1,1,2
신중앙시장,대전동구,중앙동,상설장,125,매일,"의류/신발,가정용품,음식점업",Y,Y,36.3272971,127.4336349,14,1309,202782,154,1,2,1,1,1,1,1,100,1,1,1,2
용운시장,대전동구,용운동,상설장,40,매일,"농산물,축산물,수산물,의류/신발",Y,Y,36.32781621,127.4605847,14,1309,202782,154,1,1,1,1,1,1,1,100,1,1,1,2
인동시장,대전동구,신인동,상설장,41,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,36.32253186,127.4359134,14,1309,202782,154,1,1,1,1,1,1,1,80,1,1,2,2
자유도매시장,대전동구,중앙동,상설장,102,매일,"의류/신발,가정용품,음식점업,근린생활서비스",Y,Y,36.32923674,127.4320061,14,1309,202782,154,1,1,1,1,1,1,1,100,1,1,1,2
전통중앙도매상가,대전동구,중앙동,상설장,145,매일,"의류/신발,가정용품,음식점업,근린생활서비스",Y,Y,36.32982636,127.4337041,14,1309,202782,154,1,1,1,1,1,1,1,100,1,1,1,2
중앙도매시장,대전동구,중앙동,상설장,68,매일,"의류/신발,가정용품,음식점업,기타소매업",Y,Y,36.32956033,127.4331847,14,1309,202782,154,1,1,1,1,1,1,1,98,1,1,1,2
중앙메가프라자,대전동구,중앙동,상설장,151,매일,"의류/신발,음식점업,근린생활서비스",Y,Y,36.3267299,127.4339584,14,1309,202782,154,1,2,1,1,1,1,1,40,1,1,1,2
중앙상가시장,대전동구,중앙동,상설장,200,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,36.32961517,127.4311264,14,1309,202782,154,1,1,1,1,1,1,1,90,1,1,1,2
중앙종합시장,대전동구,중앙동,상설장,122,매일,"의류/신발,가정용품,음식점업,근린생활서비스",Y,Y,36.32859197,127.4322021,14,1309,202782,154,1,1,1,1,1,1,1,99,1,1,1,2
도마큰시장,대전서구,도마1동,상설장,465,매일,"농산물,축산물,수산물,가공식품,음식점업",Y,Y,36.31580602,127.3813666,2,611,406283,664,1,1,1,1,1,1,1,100,1,1,1,1
한민시장,대전서구,괴정동,상설장,146,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,36.33462149,127.3840015,2,611,406283,664,1,2,1,1,1,1,1,100,1,1,1,2
송강시장,대전유성구,구즉동,상설장,57,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,36.43519975,127.3866081,1,57,304712,5345,1,2,1,1,1,1,1,100,1,1,1,2
문창전통시장,대전중구,문창동,상설장,205,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,36.31551061,127.4381799,7,625,193263,309,1,1,1,1,1,1,1,60,1,1,1,2
부사전통시장,대전중구,부사동,상설장,64,매일,"농산물,축산물,수산물,의류/신발,가정용품",Y,Y,36.31414143,127.4353735,7,625,193263,309,1,1,1,1,1,1,1,100,1,1,1,2
산성전통시장,대전중구,산성동,상설장,56,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,36.30655779,127.3871263,7,625,193263,309,1,1,1,1,1,1,1,100,1,1,1,2
오류전통시장,대전중구,오류동,상설장,55,매일,"농산물,축산물,가공식품,기타소매업",Y,N,36.32195883,127.4079507,7,625,193263,309,1,1,1,1,1,1,1,50,1,1,1,2
용두전통시장,대전중구,용두동,상설장,33,매일,"농산물,축산물,수산물,가공식품,기타소매업",N,N,36.32340688,127.4145668,7,625,193263,309,1,2,1,1,1,2,2,90,1,2,2,2
유천전통시장,대전중구,유천1동,상설장,67,매일,"농산물,가공식품,의류/신발,음식점업,기타소매업",Y,Y,36.31721058,127.3954896,7,625,193263,309,1,1,1,1,1,1,1,90,2,1,1,2
태평전통시장,대전중구,태평1동,상설장,145,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,36.32594524,127.397694,7,625,193263,309,1,1,1,1,1,1,1,90,1,1,1,2
(주)신정시장,울산남구,신정1동,상설장,87,매일,"수산물,가공식품,의류/신발,기타소매업,근린생활서비스",Y,N,35.54233752,129.3102795,9,1151,261032,226,1,2,1,1,1,1,1,20,1,1,1,2
(주)야음시장,울산남구,야음장생포동,상설장,90,매일,"축산물,수산물,가정용품,음식점업,근린생활서비스",Y,Y,35.52405748,129.3313731,9,1151,261032,226,1,1,1,1,1,1,1,50,1,1,1,2
수암상가시장,울산남구,수암동,상설장,88,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,N,35.52697636,129.3207645,9,1151,261032,226,1,1,1,1,1,1,1,60,1,1,1,2
수암종합시장,울산남구,수암동,상설장,56,매일,"농산물,의류/신발,기타소매업",Y,N,35.52747363,129.3208454,9,1151,261032,226,1,2,1,1,1,2,2,100,2,1,1,2
신정상가시장,울산남구,신정1동,상설장,252,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,N,35.54300662,129.3101169,9,1151,261032,226,1,2,1,1,1,1,1,70,1,1,1,2
신정평화시장,울산남구,신정2동,상설장,62,매일,"축산물,가공식품,의류/신발,음식점업,기타소매업",Y,Y,35.53834025,129.3035365,9,1151,261032,226,1,1,1,1,1,1,1,100,1,1,2,2
야음상가시장,울산남구,야음장생포동,상설장,110,매일,"농산물,축산물,가공식품,의류/신발,기타소매업",Y,Y,35.52361503,129.3318642,9,1151,261032,226,1,1,1,1,1,1,1,100,1,1,1,2
울산번개시장,울산남구,야음장생포동,상설장,124,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,35.520238,129.3367705,9,1151,261032,226,1,1,1,1,1,1,1,60,1,1,1,2
울산산업공구월드,울산남구,삼산동,상설장,282,매일,근린생활서비스,Y,Y,35.53578533,129.3426384,9,1151,261032,226,1,1,1,1,1,1,1,100,1,1,2,1
남목전통시장,울산동구,남목3동,상설장,121,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,35.54272388,129.4273867,4,458,129997,283,1,1,1,1,1,1,1,50,1,1,1,2
대송농수산물시장,울산동구,대송동,상설장,90,매일,"농산물,축산물,수산물,가공식품,가정용품",Y,Y,35.49920876,129.4206489,4,458,129997,283,1,1,1,1,1,1,1,100,1,1,1,1
동울산종합시장,울산동구,전하2동,상설장,68,매일,"가공식품,기타소매업",Y,Y,35.50883074,129.4254286,4,458,129997,283,1,2,1,1,1,1,2,90,1,1,1,2
월봉시장,울산동구,전하2동,상설장,179,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,N,35.50966861,129.4260293,4,458,129997,283,1,1,1,1,1,1,1,100,1,1,1,2
염포시장(신전시장),울산북구,염포동,상설장,48,매일,"농산물,축산물,가공식품,가정용품,기타소매업",Y,N,35.53552572,129.390746,3,153,166288,1086,,,,,,,,,,,,
호계공설시장,울산북구,농소1동,상설장+5일장,59,1일+6일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,35.62361611,129.355738,3,153,166288,1086,1,1,1,1,1,1,1,100,1,1,1,2
화봉시장(화봉종합시장),울산북구,송정동,상설장,46,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,35.58881997,129.3658257,3,153,166288,1086,1,2,1,1,1,2,2,80,2,1,1,2
곡천공설시장,울산울주군,웅촌면,5일장,10,1일+6일,"농산물,수산물,가공식품,의류/신발,음식점업",Y,Y,35.4656179,129.2096999,9,420,181682,432,2,2,2,2,2,2,2,0,2,1,1,2
남창옹기종기시장,울산울주군,온양읍,상설장+5일장,21,3일+8일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,35.41668686,129.2827813,9,420,181682,432,1,2,1,1,1,1,1,50,1,1,1,2
덕신1차시장,울산울주군,온산읍,상설장+5일장,53,5일+10일,"농산물,축산물,수산물,가공식품,기타소매업",Y,N,35.43524439,129.3093518,9,420,181682,432,1,1,1,1,1,1,2,60,1,1,1,2
덕신2차시장,울산울주군,온산읍,상설장+5일장,24,5일+10일,"농산물,수산물,가공식품,기타소매업,근린생활서비스업",Y,Y,35.42934852,129.3100225,9,420,181682,432,1,1,1,1,1,1,1,100,1,1,1,2
덕하시장(덕하공설시장),울산울주군,청량읍,상설장,22,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,35.4911256,129.305477,9,420,181682,432,1,2,1,1,2,1,2,80,1,1,2,2
봉계공설시장,울산울주군,두동면,상설장+5일장,18,4일+9일,"농산물,가공식품,기타소매업,근린생활서비스업",Y,Y,35.71338182,129.1991738,9,420,181682,432,1,1,1,1,1,1,2,100,1,1,2,2
언양공설시장,울산울주군,언양읍,상설장+5일장,58,2일+7일,"농산물,수산물,의류/신발,가정용품,기타소매업",Y,Y,35.56262377,129.1263172,9,420,181682,432,1,2,1,1,1,1,2,100,1,1,1,2
언양종합상가시장,울산울주군,언양읍,상설장,98,매일,"수산물,가공식품,의류/신발,기타소매업,근린생활서비스",Y,Y,35.5637001,129.1256956,9,420,181682,432,1,1,1,1,1,1,1,70,2,1,2,2
구역전시장,울산중구,학성동,상설장,81,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,35.55730008,129.3284132,14,1725,176994,102,1,2,1,1,1,1,1,50,1,1,1,2
구역전전통시장,울산중구,중앙동,상설장,48,매일,"농산물,축산물,의류/신발,음식점업",Y,N,35.55590681,129.3279591,14,1725,176994,102,1,1,1,1,1,1,1,5,1,1,1,2
반구시장,울산중구,반구1동,상설장,78,매일,"농산물,축산물,가공식품,의류/신발,기타소매업",Y,Y,35.55806103,129.3442422,14,1725,176994,102,1,1,1,1,1,1,2,80,2,1,2,2
병영시장,울산중구,병영1동,상설장,65,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,35.57055945,129.3462928,14,1725,176994,102,1,1,1,1,1,1,1,100,1,1,1,2
서동시장,울산중구,병영2동,상설장,80,매일,"축산물,수산물,기타소매업,근린생활서비스업",Y,N,35.5813415,129.3469788,14,1725,176994,102,1,1,1,1,1,1,1,100,1,1,1,2
선우시장,울산중구,병영1동,상설장,68,매일,"농산물,축산물,수산물,가공식품,가정용품",Y,Y,35.57119003,129.3421097,14,1725,176994,102,1,1,1,1,1,1,1,100,1,1,1,2
성남프라자,울산중구,중앙동,상설장,131,매일,"의류/신발,가정용품,근린생활서비스",Y,Y,35.55451635,129.31755,14,1725,176994,102,1,1,1,1,1,1,1,5,1,1,2,1
신울산종합시장,울산중구,반구2동,상설장,50,매일,"농산물,수산물,가공식품,의류/신발",Y,Y,35.56123791,129.3373619,14,1725,176994,102,1,1,1,1,1,1,1,100,2,1,2,2
옥골시장,울산중구,중앙동,상설장,77,매일,"농산물,수산물,가공식품,의류/신발,기타소매업",Y,N,35.55523793,129.3229594,14,1725,176994,102,1,2,1,1,2,1,2,95,1,1,1,2
울산시장,울산중구,중앙동,상설장,358,매일,"축산물,수산물,의류/신발,가정용품,기타소매업",Y,Y,35.55546849,129.3284088,14,1725,176994,102,1,1,1,1,1,1,1,5,1,1,1,1
중앙전통시장,울산중구,중앙동,상설장,237,매일,"농산물,축산물,수산물,의류/신발,가정용품",Y,Y,35.55518282,129.3222936,14,1725,176994,102,1,1,1,1,1,1,1,100,1,1,1,2
태화종합시장,울산중구,태화동,상설장+5일장,157,5일+10일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,35.55623331,129.3073562,14,1725,176994,102,1,1,1,1,1,1,1,95,1,1,2,2
학성새벽시장,울산중구,학성동,상설장,193,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,35.55643322,129.3329438,14,1725,176994,102,1,2,1,1,1,1,1,100,1,1,1,2
우정전통시장,울산중구,우정동,상설장+5일장,102,5일+10일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,N,35.55500792,129.310424,14,1725,176994,102,1,2,1,1,1,2,2,75,1,1,2,2
가평잣고을전통시장,경기가평군,가평읍,상설장+5일장,128,5일+10일,"농산물,의류/신발,가정용품,기타소매업,근린생활서비스",Y,Y,37.83011547,127.5138223,2,242,47819,197,1,1,1,1,1,1,1,100,1,1,1,2
능곡시장,경기고양시,행주동,상설장+5일장,77,2일+7일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,37.62135086,126.8207792,2,146,370422,2537,,,,,,,,,,,,
덕이동패션1번지,경기고양시,덕이동,상설장,72,매일,의류/신발,Y,Y,37.69302055,126.755787,2,162,250446,1545,1,1,1,1,1,1,1,100,1,1,2,2
원당시장,경기고양시,성사1동,상설장,69,매일,"농산물,축산물,수산물,가공식품,의류/신발",N,Y,37.65628101,126.8372528,2,146,370422,2537,,,,,,,,,,,,
일산시장,경기고양시,일산2동,상설장+5일장,90,3일+8일,"농산물,축산물,수산물,의류/신발,가정용품",Y,Y,37.68562256,126.7708264,2,162,250446,1545,,,,,,,,,,,,
과천새서울프라자시장,경기과천시,별양동,상설장,175,매일,"가공식품,의류/신발,음식점업,기타소매업,근린생활서비스",Y,Y,37.42682749,126.9925561,2,251,51665,205,1,1,1,1,1,1,2,20,1,1,2,1
제일쇼핑시장,경기과천시,별양동,상설장,76,매일,음식점업,Y,Y,37.42732794,126.9929982,2,251,51665,205,1,1,1,1,1,1,1,80,1,1,2,1
광명새마을시장,경기광명시,광명6동,상설장,148,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,37.47365412,126.8513997,2,463,237368,512,1,1,1,1,1,1,1,100,1,1,1,2
광명전통시장,경기광명시,광명3동,상설장,315,매일,"농산물,수산물,가공식품,의류/신발,기타소매업",Y,Y,37.47994816,126.8561647,2,463,237368,512,1,1,1,1,1,1,1,100,1,1,1,2
경안시장,경기광주시,경안동,상설장+5일장,73,3일+8일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,37.41005973,127.256769,1,73,313828,4299,1,1,1,1,1,1,1,100,1,1,1,2
구리전통시장,경기구리시,수택1동,상설장,308,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,37.5995428,127.1399042,1,308,156938,509,1,1,1,1,1,1,1,100,1,1,1,1
군포역전시장,경기군포시,군포1동,상설장,56,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,37.35407433,126.9468877,2,259,237225,915,1,1,1,1,1,1,1,100,1,1,1,2
산본시장,경기군포시,산본1동,상설장,203,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,37.37013243,126.9385002,2,259,237225,915,1,1,1,1,1,1,1,90,1,1,1,2
양곡시장,경기김포시,양촌읍,상설장,76,매일,"농산물,의류/신발,가정용품,음식점업",Y,N,37.65446358,126.6238085,3,266,405777,1525,1,2,1,1,1,1,1,80,1,1,2,2
양곡오라니장터시장,경기김포시,양촌읍,상설장,70,매일,"가공식품,의류/신발,음식점업,기타소매업",Y,Y,37.65537267,126.6235251,3,266,405777,1525,1,2,1,1,1,1,2,90,1,1,1,2
통진시장,경기김포시,통진읍,상설장,120,매일,"의류/신발,가정용품,음식점업,기타소매업,근린생활서비스업",N,N,37.69129472,126.5997011,3,266,405777,1525,1,2,1,1,1,1,2,100,1,2,2,2
남양주장현 전통시장,경기남양주시,진접읍,5일장,175,7일,"축산물,의류/신발,기타소매업",Y,N,37.71761594,127.1808911,1,175,540167,3086,1,1,1,1,2,2,2,90,1,1,2,2
동두천제일시장,경기동두천시,중앙동,상설장,47,매일,"의류/신발,기타소매업,근린생활서비스업",Y,Y,37.90517392,127.0522232,4,720,76840,106,1,1,1,1,1,1,1,100,1,1,1,2
