시장명,지자체,시도명,시군구명,시군구명_원본,행정동코드,행정동명,도로명주소코드,도로명주소명,우편번호,격자코드,위치경도,위치위도
평화시장,서울중구,서울,중구,중구,1114059000,광희동,1.11E+11,서울 중구 청계천로 274,4563,다사565523,127.0080476,37.56942586
황학시장,서울중구,서울,중구,중구,1114067000,황학동,1.11E+11,서울 중구 퇴계로85길 36,4576,다사575521,127.0197632,37.56738265
동성타워프라자,서울중랑구,서울,중랑구,중랑구,1126068000,신내1동,1.13E+11,서울 중랑구 봉화산로 221,2054,다사644565,127.0972055,37.6080276
동원전통종합시장,서울중랑구,서울,중랑구,중랑구,1126056500,면목본동,1.13E+11,서울 중랑구 상봉로11길 27-3,2162,다사639545,127.092107,37.5898242
면목골목시장,서울중랑구,서울,중랑구,중랑구,1126057000,면목7동,1.13E+11,서울 중랑구 사가정로50길 84,2240,다사633532,127.0844361,37.57748534
사가정시장,서울중랑구,서울,중랑구,중랑구,1126057500,면목3.8동,1.13E+11,서울 중랑구 면목로44길 16,2214,다사637536,127.0893792,37.58108117
신아타운,서울중랑구,서울,중랑구,중랑구,1126069000,신내2동,1.13E+11,서울 중랑구 봉화산로 194,2076,다사642564,127.094707,37.60645263
우림골목시장,서울중랑구,서울,중랑구,중랑구,1126065500,망우본동,1.13E+11,서울 중랑구 망우로62길 52-4,2167,다사645553,127.0982722,37.59677182
중랑교종합상가,서울중랑구,서울,중랑구,중랑구,1126059000,상봉2동,1.13E+11,서울 중랑구 망우로32길 23,2121,다사626549,127.0771147,37.59294806
중랑동부시장(동부골목시장),서울중랑구,서울,중랑구,중랑구,1126059000,상봉2동,1.13E+11,서울 중랑구 중랑천로10길 61,2120,다사625548,127.0763254,37.59244203
태능엔터피아,서울중랑구,서울,중랑구,중랑구,1126061000,중화2동,1.13E+11,서울 중랑구 동일로129길 35,2104,다사627556,127.0775053,37.59922257
명지시장,부산강서구,부산,강서구,강서구,2644053500,명지1동,2.64E+11,부산 강서구 신포길17번길 27,46717,마라304806,128.931598,35.11254126
구서오시게시장,부산금정구,부산,금정구,금정구,2641068000,구서1동,2.64E+11,부산 금정구 구서로 12,46243,마라446958,129.0897741,35.24735756
금사제일상가시장,부산금정구,부산,금정구,금정구,2641055500,금사회동동,2.64E+11,부산 금정구 개좌로 81,46330,마라467928,129.1124628,35.22043665
부곡상가시장,부산금정구,부산,금정구,금정구,2641057000,부곡1동,2.64E+11,부산 금정구 부곡로 107,46302,마라448933,129.0915165,35.22548538
서동시장,부산금정구,부산,금정구,금정구,2641053000,서3동,2.64E+11,부산 금정구 서동로141번길 21,46318,마라458924,129.1023592,35.21641237
서동전통골목시장,부산금정구,부산,금정구,금정구,2641053000,서3동,2.64E+11,부산 금정구 서동로 143,46320,마라458922,129.1022459,35.21528357
서동향토시장,부산금정구,부산,금정구,금정구,2641053000,서3동,2.64E+11,부산 금정구 서부로 21-1,46320,마라459923,129.1033546,35.21593693
장성시장,부산금정구,부산,금정구,금정구,2641060000,장전1동,2.64E+11,부산 금정구 수림로61번길 53,46282,마라442947,129.0855567,35.23744168
장전상가시장,부산금정구,부산,금정구,금정구,2641061000,장전2동,2.64E+11,부산 금정구 부산대학로49번길 13,46293,마라443939,129.086107,35.23084994
기장시장,부산기장군,부산,기장군,기장군,2671025000,기장읍,2.67E+11,부산 기장군 기장읍 읍내로104번길 12,46066,마라560956,129.215363,35.24406017
감만시장,부산남구,부산,남구,남구,2629062000,감만1동,2.62E+11,부산 남구 홍곡로 17,48544,마라441812,129.0821611,35.11634433
남광시장,부산남구,부산,남구,남구,2629054000,대연4동,2.62E+11,부산 남구 홍곡로 359,48539,마라447821,129.0887175,35.12392263
대연시장,부산남구,부산,남구,남구,2629055000,대연5동,2.63E+11,부산 남구 못골로 56,48445,마라447834,129.0884212,35.13567985
동성하이타운시장,부산남구,부산,남구,남구,2629051000,대연1동,2.63E+11,부산 남구 천제등로 11,48495,마라446831,129.087532,35.13357079
못골골목시장,부산남구,부산,남구,남구,2629055000,대연5동,2.63E+11,부산 남구 못골로 66-1,48445,마라448834,129.0896366,35.13586148
새감만종합시장,부산남구,부산,남구,남구,2629062000,감만1동,2.62E+11,부산 남구 홍곡로 3,48544,마라441812,129.0817109,35.1163335
용호1동골목시장,부산남구,부산,남구,남구,2629057000,용호1동,2.63E+11,부산 남구 용호로106번길 56,48523,마라467822,129.1102038,35.12436007
용호골목시장,부산남구,부산,남구,남구,2629059000,용호3동,2.63E+11,부산 남구 용호로177번길 5,48585,마라468813,129.1114604,35.11640737
용호삼성시장,부산남구,부산,남구,남구,2629057000,용호1동,2.63E+11,부산 남구 용호로106번길 40,48523,마라467821,129.1105376,35.12389935
용호시장,부산남구,부산,남구,남구,2629058000,용호2동,2.63E+11,부산 남구 동명로152번길 93,48587,마라469811,129.1127729,35.114912
우암골목시장,부산남구,부산,남구,남구,2629064500,우암동,2.63E+11,부산 남구 우암번영로26번길 7,48479,마라431823,129.0705809,35.12643197
부산자유시장,부산동구,부산,동구,동구,2617066000,범일2동,2.62E+11,부산 동구 조방로 48,48739,마라422839,129.0610402,35.14097365
부산남문시장,부산동구,부산,동구,동구,2617066000,범일2동,2.62E+11,부산 동구 범일로65번길 8,48737,마라420834,129.058687,35.13592461
부산진시장,부산동구,부산,동구,동구,2617066000,범일2동,2.62E+11,부산 동구 진시장로 24,48737,마라420834,129.0588362,35.13642339
성북시장,부산동구,부산,동구,동구,2617065000,범일1동,1.13E+11,부산 동구 성북로 56,48761,마라410837,129.0487528,35.13873344
수정시장,부산동구,부산,동구,동구,2617057000,수정2동,2.62E+11,부산 동구 고관로 106,48790,마라408825,129.0463919,35.12825843
수정전통시장,부산동구,부산,동구,동구,2617057000,수정2동,2.62E+11,부산 동구 중앙대로371번길 50,48781,마라408827,129.0463697,35.13011972
초량상가시장,부산동구,부산,동구,동구,2617052000,초량2동,2.62E+11,부산 동구 초량로 15,48815,마라403815,129.0399808,35.11890679
초량전통시장,부산동구,부산,동구,동구,2617052000,초량2동,2.62E+11,부산 동구 초량로13번길 24,48815,마라403814,129.0396675,35.11803874
범일골목시장,부산동구,부산,동구,동구,2617065000,범일1동,2.62E+11,부산 동구 범곡북로 2,48722,마라417840,129.0554918,35.14178489
국민시장,부산동래구,부산,동래구,동래구,2626059000,사직2동,2.63E+11,부산 동래구 사직북로33번길 31,47864,마라418903,129.0582333,35.19840108
금성상가시장,부산동래구,부산,동래구,동래구,2626056000,온천2동,2.63E+11,부산 동래구 우장춘로4번길 23-8,47731,마라430914,129.0719427,35.20817586
동래시장,부산동래구,부산,동래구,동래구,2626052000,복산동,2.63E+11,부산 동래구 동래시장길 14,47810,마라443909,129.0859386,35.20380872
명장시장,부산동래구,부산,동래구,동래구,2626076100,명장1동,2.63E+11,부산 동래구 명장로64번길 12,47775,마라463910,129.1074835,35.20401286
사직시장,부산동래구,부산,동래구,동래구,2626058000,사직1동,2.63E+11,부산 동래구 사직북로34번길 48,47856,마라422905,129.0623187,35.20005591
서원시장,부산동래구,부산,동래구,동래구,2626074000,안락1동,2.63E+11,부산 동래구 충렬대로359번길 55,47786,마라455906,129.0990191,35.20038828
수안인정시장,부산동래구,부산,동래구,동래구,2626051000,수민동,2.63E+11,부산 동래구 충렬대로245번길 8,47813,마라444907,129.0865801,35.20149621
안락상가시장,부산동래구,부산,동래구,동래구,2626075000,안락2동,2.63E+11,부산 동래구 충렬대로410번길 21,47890,마라459900,129.1033164,35.1954983
온천인정시장,부산동래구,부산,동래구,동래구,2626055000,온천1동,2.63E+11,부산 동래구 온천장로125번길 41-2,47708,마라440931,129.0831495,35.22311398
충렬상가시장,부산동래구,부산,동래구,동래구,2626075000,안락2동,2.63E+11,부산 동래구 충렬대로459번길 73-10,47793,마라465903,129.1099543,35.19809586
가야벽산상가,부산부산진구,부산,부산진구,부산진구,2623072000,가야2동,2.62E+11,부산 부산진구 엄광로 68,47391,마라390845,129.0269894,35.14661344
개금골목시장,부산부산진구,부산,부산진구,부산진구,2623074000,개금1동,2.62E+11,부산 부산진구 가야공원로14번길 85,47327,마라388851,129.0247937,35.1518328
개금큰시장,부산부산진구,부산,부산진구,부산진구,2623074000,개금1동,2.62E+11,부산 부산진구 엄광로 15,47322,마라382847,129.0178858,35.14853427
골드테마거리,부산부산진구,부산,부산진구,부산진구,2623077000,범천1동,2.62E+11,부산 부산진구 범일로 134,47365,마라420840,129.0597745,35.14193851
국제상가,부산부산진구,부산,부산진구,부산진구,2623067000,당감1동,2.62E+11,부산 부산진구 백양관문로 104-1,47157,마라391869,129.028207,35.1684408
당감골목시장,부산부산진구,부산,부산진구,부산진구,2623067000,당감1동,2.62E+11,부산 부산진구 당감로16번길 22,47189,마라403864,129.0408703,35.16328299
당감새시장,부산부산진구,부산,부산진구,부산진구,2623067000,당감1동,2.62E+11,부산 부산진구 백양대로60번길 64,47182,마라404866,129.0421399,35.16506067
당감시장,부산부산진구,부산,부산진구,부산진구,2623067000,당감1동,2.62E+11,부산 부산진구 백양대로60번길 39-9,47181,마라404864,129.0418361,35.16391095
동평새시장,부산부산진구,부산,부산진구,부산진구,2623067000,당감1동,2.62E+11,부산 부산진구 백양순환로164번길 13-2,47144,마라403867,129.0408872,35.16666694
부산전자종합시장,부산부산진구,부산,부산진구,부산진구,2623051000,부전1동,2.62E+11,부산 부산진구 부전로 196,47250,마라422865,129.0624353,35.16375165
부산평화시장,부산부산진구,부산,부산진구,부산진구,2623077000,범천1동,2.62E+11,부산 부산진구 자유평화로 7,47366,마라421840,129.0606748,35.14169728
부전기장골목시장,부산부산진구,부산,부산진구,부산진구,2623051000,부전1동,2.62E+11,부산 부산진구 중앙대로775번길 21,47251,마라421863,129.0612385,35.16220022
부전농수산물새벽시장,부산부산진구,부산,부산진구,부산진구,2623051000,부전1동,2.62E+11,부산 부산진구 부전로 156,47253,마라419863,129.0583022,35.16225251
부전상가,부산부산진구,부산,부산진구,부산진구,2623051000,부전1동,2.62E+11,부산 부산진구 중앙대로755번길 21,47254,마라420861,129.0595513,35.16034559
부전시장,부산부산진구,부산,부산진구,부산진구,2623051000,부전1동,2.62E+11,부산 부산진구 중앙대로783번길 23,47251,마라421864,129.0609058,35.16323429
부전인삼시장,부산부산진구,부산,부산진구,부산진구,2623051000,부전1동,2.62E+11,부산 부산진구 중앙대로783번길 23,47251,마라421864,129.0609058,35.16323429
서면시장,부산부산진구,부산,부산진구,부산진구,2623052000,부전2동,2.62E+11,부산 부산진구 서면로 56,47286,마라419856,129.0581408,35.1556582
서면종합시장,부산부산진구,부산,부산진구,부산진구,2623051000,부전1동,2.62E+11,부산 부산진구 부전로162번길 28,47252,마라419862,129.0589849,35.16191514
서면중앙시장,부산부산진구,부산,부산진구,부산진구,2623061000,전포2동,2.62E+11,부산 부산진구 동성로 143,47243,마라423861,129.0632892,35.16085844
성곡종합시장,부산부산진구,부산,부산진구,부산진구,2623055000,초읍동,2.62E+11,부산 부산진구 새싹로 207-6,47108,마라409877,129.0480782,35.17476161
양정시장,부산부산진구,부산,부산진구,부산진구,2623056000,양정1동,2.62E+11,부산 부산진구 동평로420번길 18,47213,마라429875,129.0697618,35.17276467
양정전통시장,부산부산진구,부산,부산진구,부산진구,2623056000,양정1동,2.62E+11,부산 부산진구 동평로 410,47213,마라429876,129.069435,35.17359419
연지시장,부산부산진구,부산,부산진구,부산진구,2623054000,연지동,2.62E+11,부산 부산진구 연지로 14,47133,마라412872,129.0513996,35.17090509
전포놀이터시장,부산부산진구,부산,부산진구,부산진구,2623061000,전포2동,2.62E+11,부산 부산진구 서전로67번길 27-3,47301,마라427859,129.0670092,35.15899025
초읍시장,부산부산진구,부산,부산진구,부산진구,2623055000,초읍동,2.62E+11,부산 부산진구 성지로51번길 60,47126,마라413879,129.0526746,35.17731345
구포축산물도매시장,부산북구,부산,북구,북구,2632052000,구포2동,2.63E+11,부산 북구 사상로583번길 25,46504,마라355900,128.9892003,35.19619458
덕천시장,부산북구,부산,북구,북구,2632055000,덕천1동,2.63E+11,부산 북구 만덕대로78번길 22,46567,마라377917,129.0134028,35.21121581
만덕2동제일상가시장,부산북구,부산,북구,북구,2632057200,만덕2동,2.63E+11,부산 북구 함박봉로140번길 109,46616,마라398907,129.0361289,35.20223944
만덕시장,부산북구,부산,북구,북구,2632057100,만덕1동,2.63E+11,부산 북구 만덕1로24번길 8,46557,마라397920,129.0353711,35.21449706
정이있는구포시장,부산북구,부산,북구,북구,2632051000,구포1동,2.63E+11,부산 북구 구포시장2길 8,46581,마라368913,129.0038538,35.20835511
감전시장,부산사상구,부산,사상구,사상구,2653064500,감전동,2.65E+11,부산 사상구 새벽로168번길 21-6,46981,마라352855,128.984607,35.1561407
감전제일상가시장,부산사상구,부산,사상구,사상구,2653064500,감전동,2.65E+11,부산 사상구 새벽로168번길 21-11,46981,마라352855,128.9845484,35.15632532
구덕대림상가,부산사상구,부산,사상구,사상구,2653067000,학장동,2.65E+11,부산 사상구 학감대로49번길 62,47054,마라359832,128.9922406,35.13532021
